district,property_type,built_area_sqft,plot_area_sqft,bedrooms,bathrooms,age_of_property_yrs,sale_price_rs,latitude,longitude,ownership_type,distance_to_city_center_km,nearest_school_distance_km,metro_distance_km,flood_risk_score,road_access_width_ft,district_taluk
Chennai,plot,1724,2743.81,2,1,37,8239679.44,13.27441,78.95268,freehold,18.24,1.55,0.9,0.64,21,Chennai_Taluk_4
Chennai,flat,3336,3336.0,5,6,15,18613482.3,9.03689,77.08091,freehold,5.65,0.82,3.92,0.63,59,Chennai_Taluk_5
Chennai,commercial,2443,5267.66,3,3,32,9330338.64,12.20334,78.20584,leasehold,9.09,0.26,0.58,0.83,31,Chennai_Taluk_8
Chennai,plot,3574,8255.75,5,5,38,13046977.08,11.48697,77.07364,freehold,17.48,1.68,0.4,0.78,53,Chennai_Taluk_10
Chennai,plot,1728,3331.56,3,4,2,12799835.86,10.00049,76.78192,freehold,15.07,1.31,3.14,0.62,50,Chennai_Taluk_5
Chennai,plot,3841,4637.71,5,5,27,20556933.01,12.76695,79.75011,freehold,8.82,1.67,0.58,0.8,29,Chennai_Taluk_6
Chennai,house,607,1049.88,1,1,21,3113132.47,12.47301,78.97698,freehold,16.27,1.15,3.71,0.79,20,Chennai_Taluk_8
Chennai,house,3425,5927.76,5,6,11,17645374.72,12.47922,79.68203,leasehold,21.86,0.59,4.88,0.63,45,Chennai_Taluk_3
Chennai,house,1084,1568.38,2,1,31,4938230.42,10.46389,78.1698,freehold,14.11,1.49,1.3,0.66,41,Chennai_Taluk_3
Chennai,plot,711,1167.73,1,2,2,3902845.41,12.28211,79.07981,freehold,10.38,0.6,2.21,0.85,24,Chennai_Taluk_6
Chennai,house,752,1174.3,1,1,29,4118434.2,11.113,77.96894,freehold,10.69,1.72,3.22,0.94,37,Chennai_Taluk_6
Chennai,flat,1787,1787.0,3,3,48,6170361.45,9.90015,78.71441,freehold,14.91,0.25,2.1,0.74,45,Chennai_Taluk_10
Chennai,flat,3025,3025.0,3,3,35,12620458.9,11.31322,80.06441,freehold,7.28,1.27,4.58,0.75,21,Chennai_Taluk_7
Chennai,flat,3708,3708.0,5,4,14,19043567.0,11.71863,79.65004,freehold,19.51,0.93,3.09,0.87,51,Chennai_Taluk_6
Chennai,house,1339,2683.94,2,2,1,7741799.73,10.38639,77.87495,freehold,21.43,1.09,1.39,0.67,56,Chennai_Taluk_9
Chennai,plot,413,1002.24,1,2,24,2196306.67,10.72586,77.36086,freehold,2.83,1.37,1.7,0.63,37,Chennai_Taluk_4
Chennai,house,2513,5093.1,3,2,4,14925137.09,12.83252,78.84852,freehold,19.45,0.44,4.86,0.66,56,Chennai_Taluk_2
Chennai,flat,2734,2734.0,3,3,2,17328018.1,11.99439,76.66603,freehold,8.61,1.01,3.41,0.89,50,Chennai_Taluk_3
Chennai,plot,1680,3617.62,2,3,11,10620946.24,12.33252,77.38921,freehold,4.59,0.5,0.38,0.99,46,Chennai_Taluk_8
Chennai,flat,3134,3134.0,3,2,48,12114120.49,10.08634,80.09909,leasehold,20.24,1.25,4.37,0.78,53,Chennai_Taluk_8
Chennai,commercial,1674,3020.01,2,2,13,8072052.36,10.36077,77.11582,freehold,13.51,1.89,0.39,0.84,44,Chennai_Taluk_5
Chennai,house,597,1192.6,1,1,4,3240185.18,12.82023,78.60725,freehold,14.82,1.44,2.11,0.94,59,Chennai_Taluk_5
Chennai,plot,1639,1995.36,2,3,33,6788298.24,8.96569,78.20741,freehold,24.34,1.24,1.42,0.93,52,Chennai_Taluk_2
Chennai,flat,3649,3649.0,4,4,19,16869545.72,12.5102,79.86159,leasehold,3.75,0.46,4.71,0.77,17,Chennai_Taluk_2
Chennai,plot,2433,3479.41,3,2,7,13079633.45,13.47044,77.92467,freehold,6.25,1.93,1.43,0.97,10,Chennai_Taluk_7
Chennai,flat,2758,2758.0,3,3,42,11272399.24,8.84304,77.59014,freehold,12.68,1.31,4.37,0.88,49,Chennai_Taluk_6
Chennai,commercial,987,1705.58,1,1,45,4132408.46,8.12836,76.80106,freehold,15.21,1.89,4.17,0.93,57,Chennai_Taluk_3
Chennai,commercial,1492,1873.45,1,1,27,6304136.67,9.65575,77.64437,freehold,15.32,0.77,4.36,0.77,34,Chennai_Taluk_9
Chennai,commercial,1087,1291.28,1,1,12,5834000.4,12.61811,78.39935,freehold,3.17,1.37,3.87,0.85,13,Chennai_Taluk_10
Chennai,flat,2037,2037.0,2,2,33,9876594.64,11.98014,77.60683,freehold,20.05,0.98,4.13,0.74,33,Chennai_Taluk_10
Chennai,commercial,1221,1663.29,1,1,20,6041688.71,11.70836,78.48924,freehold,9.48,0.91,3.54,0.98,38,Chennai_Taluk_10
Chennai,house,1896,3122.02,2,1,31,8244659.44,10.63873,78.91555,leasehold,6.07,0.33,3.1,0.7,55,Chennai_Taluk_9
Chennai,plot,3421,7539.64,5,5,45,12432661.13,9.96193,79.28518,freehold,13.79,1.91,4.27,0.91,37,Chennai_Taluk_1
Chennai,flat,3076,3076.0,3,3,24,14771795.7,8.33941,78.57485,freehold,10.27,1.24,2.76,0.67,24,Chennai_Taluk_6
Chennai,commercial,442,877.12,1,2,5,3023151.6,12.48209,76.73978,freehold,18.03,1.14,4.15,0.78,52,Chennai_Taluk_8
Chennai,flat,1414,1414.0,2,3,14,7284495.33,8.33655,77.25799,freehold,23.21,0.31,4.69,0.97,31,Chennai_Taluk_5
Chennai,commercial,1186,2946.94,2,2,3,6928151.39,11.03237,77.46259,freehold,7.48,0.75,4.05,0.68,44,Chennai_Taluk_9
Chennai,house,2071,4788.4,3,3,35,9597306.71,9.89239,76.97301,freehold,10.3,1.96,4.15,0.96,39,Chennai_Taluk_6
Chennai,commercial,3930,6188.38,4,5,43,13085068.1,9.10881,79.12986,freehold,13.37,1.48,0.71,0.92,51,Chennai_Taluk_8
Chennai,house,844,1787.52,2,2,6,5843219.01,8.52621,78.78932,freehold,9.65,1.15,0.74,0.82,22,Chennai_Taluk_5
Chennai,house,3334,4041.13,5,5,20,20082996.08,11.66896,77.66468,freehold,6.09,0.58,3.13,0.77,51,Chennai_Taluk_6
Chennai,plot,3031,5231.45,4,3,25,13683968.28,12.0248,79.96411,freehold,7.9,1.52,4.29,0.77,48,Chennai_Taluk_8
Chennai,house,3673,7491.66,4,4,18,20794362.26,10.29354,78.44973,freehold,11.57,1.26,1.01,0.66,44,Chennai_Taluk_1
Chennai,flat,3579,3579.0,5,4,20,16135118.8,12.68281,79.07674,freehold,1.08,1.36,3.11,0.65,41,Chennai_Taluk_1
Coimbatore,plot,1946,3127.24,3,2,13,10757902.38,13.22712,76.62306,freehold,1.93,0.46,1.52,0.32,16,Coimbatore_Taluk_4
Coimbatore,plot,1977,3403.44,3,2,38,8038666.15,8.51518,77.02324,freehold,0.89,0.81,4.13,0.26,13,Coimbatore_Taluk_6
Coimbatore,flat,1641,1641.0,3,3,31,6301498.93,13.28681,76.59847,freehold,2.45,0.35,4.49,0.36,12,Coimbatore_Taluk_5
Coimbatore,house,472,692.18,1,1,5,2575383.54,9.50556,78.19584,leasehold,2.2,1.13,0.52,0.24,14,Coimbatore_Taluk_9
Coimbatore,flat,2875,2875.0,3,2,7,18452079.15,8.76224,79.74074,freehold,16.45,1.16,1.76,0.55,12,Coimbatore_Taluk_8
Coimbatore,house,741,1655.93,1,1,22,3349547.16,13.32483,80.24898,freehold,9.39,1.99,2.34,0.45,17,Coimbatore_Taluk_8
Coimbatore,plot,1061,2491.08,2,2,35,4883467.25,12.69736,79.20487,leasehold,16.06,1.56,1.02,0.42,51,Coimbatore_Taluk_9
Coimbatore,flat,2893,2893.0,4,3,15,12205560.16,8.75536,77.26373,freehold,7.87,1.97,2.48,0.5,39,Coimbatore_Taluk_6
Coimbatore,plot,636,1192.9,1,2,39,1941722.0,10.09212,79.55391,freehold,18.56,1.58,1.37,0.41,39,Coimbatore_Taluk_1
Coimbatore,house,548,840.09,1,1,21,2232698.99,13.49781,79.2317,freehold,19.0,0.43,4.17,0.48,47,Coimbatore_Taluk_2
Coimbatore,house,1923,2452.7,3,2,13,8733434.38,9.81195,76.78183,freehold,6.07,0.82,2.03,0.36,11,Coimbatore_Taluk_10
Coimbatore,flat,2410,2410.0,3,2,0,13578952.2,12.24602,76.99033,freehold,10.23,1.0,3.08,0.53,15,Coimbatore_Taluk_3
Coimbatore,flat,1842,1842.0,3,4,14,11323780.82,9.74227,77.11547,leasehold,21.36,0.58,4.67,0.21,51,Coimbatore_Taluk_2
Coimbatore,plot,3125,7138.46,4,3,34,13297979.13,9.45327,78.91322,freehold,13.55,1.5,0.88,0.16,16,Coimbatore_Taluk_9
Coimbatore,house,1347,2429.45,2,1,14,6775935.33,9.01063,80.07811,freehold,4.75,1.45,1.86,0.43,29,Coimbatore_Taluk_5
Coimbatore,plot,2401,5473.18,4,4,24,11366284.34,11.14354,79.6359,freehold,12.24,0.76,3.11,0.12,10,Coimbatore_Taluk_10
Coimbatore,plot,1533,3083.76,2,2,45,4507719.53,12.24158,78.08303,freehold,12.81,0.92,0.9,0.35,43,Coimbatore_Taluk_10
Coimbatore,plot,3863,7720.86,4,4,3,19705356.9,9.73131,77.43054,freehold,24.1,1.19,4.84,0.3,41,Coimbatore_Taluk_9
Coimbatore,house,491,1013.45,1,2,13,2944242.2,8.95363,78.07936,freehold,7.3,1.73,0.2,0.27,52,Coimbatore_Taluk_8
Coimbatore,plot,653,1505.87,1,2,18,3112558.76,9.82431,80.25449,freehold,14.33,0.55,1.22,0.3,20,Coimbatore_Taluk_3
Coimbatore,house,1089,1684.42,1,2,14,6677169.91,10.61895,77.51639,freehold,6.36,0.46,0.78,0.15,55,Coimbatore_Taluk_6
Coimbatore,commercial,1282,2961.2,1,1,3,7905005.32,10.35793,80.15821,leasehold,6.11,0.62,1.26,0.51,38,Coimbatore_Taluk_5
Coimbatore,plot,1219,1664.87,2,2,38,4956235.31,8.96045,80.28468,freehold,19.91,0.93,3.34,0.54,44,Coimbatore_Taluk_10
Coimbatore,house,2966,3636.52,3,3,13,13807313.34,10.22351,78.23748,freehold,9.98,1.93,1.39,0.39,36,Coimbatore_Taluk_8
Coimbatore,house,2852,4260.6,4,4,14,15315569.57,11.3266,79.70283,freehold,17.18,0.54,3.17,0.24,22,Coimbatore_Taluk_1
Coimbatore,house,2660,4530.78,4,4,44,10594640.66,12.86526,79.26453,freehold,20.14,1.93,2.54,0.28,44,Coimbatore_Taluk_1
Coimbatore,house,896,1700.96,2,3,20,4890323.91,9.15114,78.60225,freehold,2.9,1.08,0.92,0.35,57,Coimbatore_Taluk_7
Coimbatore,plot,993,2239.65,2,3,40,3762314.03,11.4655,78.82196,freehold,21.56,0.91,4.79,0.15,58,Coimbatore_Taluk_9
Coimbatore,plot,504,948.01,1,1,8,3264100.45,10.07427,77.04822,freehold,20.32,0.34,1.54,0.3,59,Coimbatore_Taluk_6
Coimbatore,house,2679,3092.85,3,4,33,10433249.74,11.9534,79.55507,freehold,11.53,0.61,4.47,0.17,32,Coimbatore_Taluk_1
Coimbatore,flat,1255,1255.0,1,2,4,7935648.9,9.87102,78.82966,freehold,13.05,1.42,0.4,0.6,32,Coimbatore_Taluk_9
Coimbatore,plot,2490,4507.5,3,2,50,6371794.01,10.85246,78.36142,freehold,0.8,1.92,3.74,0.34,40,Coimbatore_Taluk_5
Coimbatore,plot,765,1196.26,1,2,14,4630574.53,8.69186,78.08285,freehold,19.7,0.84,2.18,0.55,14,Coimbatore_Taluk_1
Coimbatore,commercial,2797,4116.46,4,4,37,9062453.18,11.64019,80.19382,freehold,13.11,1.82,3.96,0.21,49,Coimbatore_Taluk_1
Coimbatore,commercial,1320,1767.11,1,1,14,6146312.54,11.49674,78.855,freehold,3.47,1.31,3.92,0.17,50,Coimbatore_Taluk_1
Coimbatore,house,616,1171.38,1,2,49,1781670.71,11.88281,77.22498,freehold,3.57,1.05,0.75,0.31,22,Coimbatore_Taluk_4
Coimbatore,flat,2116,2116.0,3,4,15,12141611.23,10.31604,79.44489,leasehold,16.58,0.43,1.82,0.54,49,Coimbatore_Taluk_7
Coimbatore,flat,3873,3873.0,4,3,24,17042128.49,10.90089,78.63137,leasehold,13.98,0.9,0.99,0.34,39,Coimbatore_Taluk_1
Coimbatore,plot,2403,5861.78,3,4,45,6593492.18,10.58218,78.52588,freehold,24.81,1.41,1.72,0.44,48,Coimbatore_Taluk_7
Coimbatore,commercial,2944,4030.84,4,3,46,8770612.13,9.4312,78.62073,freehold,19.0,1.03,4.24,0.59,49,Coimbatore_Taluk_5
Coimbatore,plot,2685,5603.22,3,4,43,7773992.06,11.8273,78.35821,freehold,8.34,1.56,1.49,0.38,37,Coimbatore_Taluk_5
Coimbatore,plot,3937,5002.45,5,4,20,20665913.02,11.75376,77.94284,leasehold,20.54,0.58,2.63,0.51,33,Coimbatore_Taluk_5
Coimbatore,plot,1467,1700.1,1,1,42,5643283.27,13.25869,76.80031,leasehold,18.71,1.3,0.71,0.43,32,Coimbatore_Taluk_3
Coimbatore,flat,2860,2860.0,4,5,43,10374095.88,9.19117,78.5466,leasehold,19.15,0.49,2.42,0.45,25,Coimbatore_Taluk_8
Coimbatore,house,2576,5053.98,4,3,2,18043828.29,11.26888,77.42134,freehold,2.93,0.92,4.04,0.37,52,Coimbatore_Taluk_3
Coimbatore,house,2920,3621.61,4,3,45,10148193.1,9.88359,78.29513,freehold,5.11,0.84,3.96,0.17,45,Coimbatore_Taluk_4
Coimbatore,flat,3045,3045.0,4,4,11,17899863.57,10.2973,80.05312,leasehold,5.46,1.92,1.97,0.34,20,Coimbatore_Taluk_9
Coimbatore,plot,2178,3375.1,2,3,5,14263629.7,11.58785,79.95016,freehold,24.91,0.86,2.35,0.39,29,Coimbatore_Taluk_4
Coimbatore,house,2329,5539.58,3,3,34,8092537.81,9.04535,79.85253,freehold,16.74,0.2,1.06,0.56,19,Coimbatore_Taluk_9
Coimbatore,commercial,2485,3381.68,4,3,44,7188763.13,12.14462,79.8147,freehold,14.91,1.07,3.28,0.12,33,Coimbatore_Taluk_7
Coimbatore,house,735,1763.88,1,2,3,3619805.55,9.90923,78.22653,freehold,12.42,1.28,3.09,0.36,28,Coimbatore_Taluk_5
Coimbatore,commercial,3790,5616.67,5,6,21,19443842.36,12.46759,77.7566,freehold,18.78,1.97,1.21,0.42,45,Coimbatore_Taluk_3
Coimbatore,house,2466,5255.7,4,3,35,8384154.83,12.37015,78.65757,freehold,18.52,0.62,1.98,0.19,58,Coimbatore_Taluk_3
Coimbatore,commercial,3210,5846.67,5,6,46,12414535.56,8.56838,79.04317,freehold,23.36,1.36,2.22,0.17,13,Coimbatore_Taluk_7
Coimbatore,flat,1059,1059.0,2,3,26,5072707.33,8.13688,77.95758,freehold,24.78,1.54,3.75,0.23,35,Coimbatore_Taluk_6
Coimbatore,plot,3871,7414.69,4,3,9,20072995.97,11.19354,77.4939,freehold,1.14,0.24,4.19,0.22,54,Coimbatore_Taluk_6
Coimbatore,commercial,3157,4828.72,3,4,44,11820731.52,10.28925,78.40958,leasehold,1.88,1.73,1.28,0.45,14,Coimbatore_Taluk_2
Coimbatore,house,1772,3533.72,3,2,19,9660375.29,13.17943,77.89667,freehold,11.73,1.07,0.84,0.58,13,Coimbatore_Taluk_5
Coimbatore,flat,1037,1037.0,1,2,49,3684015.07,10.55688,80.25758,freehold,19.62,0.21,0.47,0.45,55,Coimbatore_Taluk_8
Coimbatore,flat,2251,2251.0,3,2,30,11022020.43,12.21404,79.0853,freehold,12.07,0.22,1.56,0.49,51,Coimbatore_Taluk_8
Coimbatore,commercial,2861,5262.64,4,5,34,10514719.32,10.05364,79.98553,freehold,19.78,1.95,1.98,0.51,40,Coimbatore_Taluk_9
Coimbatore,flat,2041,2041.0,2,1,5,9898183.28,11.19259,77.06944,freehold,12.45,0.26,0.5,0.36,52,Coimbatore_Taluk_9
Coimbatore,flat,1864,1864.0,2,2,32,8444968.5,11.97136,78.35755,leasehold,2.62,0.63,3.72,0.32,20,Coimbatore_Taluk_2
Coimbatore,commercial,1571,2018.3,2,3,47,5850313.3,10.34329,78.64286,freehold,1.78,0.95,1.45,0.44,46,Coimbatore_Taluk_1
Coimbatore,house,2761,4567.6,3,3,4,16971864.78,12.50885,79.33406,freehold,5.35,1.22,2.43,0.12,34,Coimbatore_Taluk_5
Coimbatore,house,1252,2325.75,2,1,40,3763048.6,8.42538,79.89803,leasehold,18.14,0.95,0.63,0.34,31,Coimbatore_Taluk_6
Coimbatore,commercial,3462,4680.53,4,3,23,13898748.26,8.83132,78.9378,freehold,21.57,1.5,0.52,0.58,31,Coimbatore_Taluk_5
Coimbatore,commercial,576,995.3,1,1,5,2987388.62,13.05242,77.93449,freehold,21.25,0.97,0.88,0.58,31,Coimbatore_Taluk_6
Coimbatore,flat,3583,3583.0,4,4,9,19498195.2,11.62908,77.82153,freehold,10.59,1.37,2.82,0.37,33,Coimbatore_Taluk_9
Coimbatore,flat,1717,1717.0,3,4,9,11120459.45,12.03043,77.34622,freehold,19.95,1.1,1.83,0.11,30,Coimbatore_Taluk_9
Coimbatore,commercial,931,1901.94,2,3,3,5986709.05,11.04,78.52135,freehold,13.22,0.57,4.41,0.22,31,Coimbatore_Taluk_5
Coimbatore,flat,3075,3075.0,4,4,26,16037604.22,9.58851,80.06216,freehold,14.22,1.55,2.88,0.16,11,Coimbatore_Taluk_6
Coimbatore,house,2183,3136.82,3,4,7,11335573.27,8.46337,78.75699,freehold,10.07,1.64,1.99,0.44,32,Coimbatore_Taluk_7
Coimbatore,flat,3048,3048.0,3,3,42,11793029.07,12.09892,78.02861,freehold,24.13,0.57,2.71,0.21,33,Coimbatore_Taluk_1
Coimbatore,flat,2955,2955.0,4,3,35,10699151.11,10.82104,77.5992,freehold,8.15,1.36,1.14,0.47,55,Coimbatore_Taluk_1
Cuddalore,plot,1527,2186.15,2,2,19,7163915.78,12.83179,80.24564,freehold,4.57,6.52,14.08,0.31,36,Cuddalore_Taluk_6
Cuddalore,house,2049,3850.9,2,2,32,8185875.85,11.295,79.29381,freehold,1.32,4.27,23.32,0.44,57,Cuddalore_Taluk_5
Cuddalore,commercial,1012,1179.63,2,2,5,6381375.97,9.95984,78.9446,freehold,21.49,2.06,23.49,0.36,25,Cuddalore_Taluk_9
Cuddalore,commercial,1552,2031.42,1,1,20,7619963.35,10.13289,79.36678,freehold,8.41,9.97,29.49,0.52,36,Cuddalore_Taluk_7
Cuddalore,flat,1960,1960.0,2,1,3,11645197.26,12.45119,79.97602,freehold,22.31,1.71,23.29,0.58,37,Cuddalore_Taluk_5
Cuddalore,flat,3948,3948.0,4,4,49,9805148.04,10.19746,77.46898,freehold,19.11,9.89,27.53,0.14,53,Cuddalore_Taluk_9
Cuddalore,plot,2299,2826.5,2,1,23,10020849.72,12.01276,77.22383,freehold,20.79,4.02,9.34,0.44,30,Cuddalore_Taluk_8
Cuddalore,house,2603,6046.95,4,4,32,9091124.25,9.11608,79.39445,freehold,3.98,4.13,16.26,0.38,20,Cuddalore_Taluk_10
Cuddalore,flat,3400,3400.0,4,4,16,18212820.56,12.79516,77.76526,leasehold,12.05,9.81,20.85,0.11,29,Cuddalore_Taluk_8
Cuddalore,house,3340,7166.41,5,5,1,17494943.27,12.17339,79.97488,freehold,0.59,7.14,9.18,0.45,29,Cuddalore_Taluk_4
Cuddalore,flat,523,523.0,1,2,22,1958232.96,11.08123,79.44695,freehold,8.84,8.8,10.39,0.37,24,Cuddalore_Taluk_7
Cuddalore,plot,3662,5369.17,4,5,45,12502482.02,10.86921,78.38965,freehold,22.64,3.09,25.18,0.59,22,Cuddalore_Taluk_6
Cuddalore,plot,3678,8753.87,5,6,32,16118339.66,10.10181,78.07293,freehold,0.5,2.52,14.74,0.21,55,Cuddalore_Taluk_8
Cuddalore,house,2997,4390.86,4,3,7,13677087.87,13.14769,78.70074,freehold,10.61,8.22,16.98,0.18,58,Cuddalore_Taluk_3
Cuddalore,flat,680,680.0,1,1,25,3383578.12,10.15113,79.66678,freehold,3.62,7.37,29.32,0.43,12,Cuddalore_Taluk_6
Cuddalore,plot,1849,4009.94,2,1,27,6314823.25,10.73855,79.24952,freehold,24.09,7.54,12.62,0.33,28,Cuddalore_Taluk_6
Cuddalore,flat,3390,3390.0,5,5,37,10442176.21,8.85578,78.57688,freehold,2.17,3.37,6.15,0.54,42,Cuddalore_Taluk_6
Cuddalore,house,3847,8750.76,5,4,13,19664959.5,8.50138,79.60838,freehold,7.78,3.7,23.58,0.1,13,Cuddalore_Taluk_1
Cuddalore,flat,467,467.0,1,1,40,1491466.95,8.46703,77.07391,freehold,8.84,9.9,20.65,0.33,25,Cuddalore_Taluk_3
Cuddalore,commercial,2924,5915.25,4,3,47,7303548.04,8.18495,78.52241,freehold,14.78,9.96,26.39,0.11,30,Cuddalore_Taluk_1
Cuddalore,plot,1748,1964.75,3,2,2,9676481.91,12.49105,79.06133,freehold,18.57,5.73,5.82,0.55,44,Cuddalore_Taluk_5
Cuddalore,house,1376,2523.78,2,1,7,7305294.29,9.40123,78.85517,freehold,11.05,3.85,15.86,0.28,56,Cuddalore_Taluk_2
Cuddalore,house,926,1502.22,1,2,25,3459513.09,10.29255,78.64701,leasehold,4.68,9.53,16.13,0.21,38,Cuddalore_Taluk_7
Cuddalore,house,578,711.46,1,2,6,2669307.92,10.14803,78.60027,freehold,6.24,8.08,29.27,0.1,53,Cuddalore_Taluk_2
Cuddalore,house,593,1067.28,1,1,26,2709794.91,10.44311,79.48063,freehold,12.9,6.71,6.77,0.53,34,Cuddalore_Taluk_3
Cuddalore,house,2336,3321.03,2,2,25,11410852.74,12.96687,79.13069,freehold,6.35,5.23,16.26,0.24,54,Cuddalore_Taluk_2
Cuddalore,plot,3200,7548.92,4,4,34,11751880.34,11.14295,76.62503,leasehold,12.12,6.32,18.43,0.26,58,Cuddalore_Taluk_2
Cuddalore,flat,1725,1725.0,2,2,7,7567325.58,12.16217,79.2083,freehold,3.15,4.05,25.06,0.14,58,Cuddalore_Taluk_4
Cuddalore,flat,1103,1103.0,2,2,42,3027801.84,11.16016,79.72788,freehold,7.31,8.35,12.11,0.37,26,Cuddalore_Taluk_3
Cuddalore,flat,1255,1255.0,1,2,38,4533953.89,12.36869,79.11938,freehold,1.23,7.08,6.12,0.47,20,Cuddalore_Taluk_7
Cuddalore,house,1756,2171.75,2,2,44,5364456.48,9.35358,76.78887,freehold,10.83,4.7,27.69,0.41,54,Cuddalore_Taluk_6
Cuddalore,commercial,3739,9184.81,4,3,44,12821159.83,9.86243,78.90967,freehold,23.87,7.49,26.57,0.33,55,Cuddalore_Taluk_10
Cuddalore,plot,1766,3309.93,3,2,46,4543224.45,10.12731,77.2058,freehold,15.29,7.18,7.86,0.29,39,Cuddalore_Taluk_4
Cuddalore,plot,3086,6842.52,4,4,36,9659822.62,11.95079,76.81174,freehold,10.76,7.76,6.78,0.46,24,Cuddalore_Taluk_10
Cuddalore,commercial,2488,3839.85,3,3,28,10822072.21,8.67537,76.51974,freehold,9.37,6.34,5.25,0.28,27,Cuddalore_Taluk_3
Cuddalore,house,962,1236.66,2,1,38,3843200.18,9.11192,78.20561,freehold,18.24,2.09,27.56,0.3,47,Cuddalore_Taluk_5
Cuddalore,house,786,1254.05,1,1,39,3036334.86,8.60255,78.77257,freehold,17.52,5.79,16.22,0.29,54,Cuddalore_Taluk_1
Cuddalore,commercial,2398,3939.72,3,2,20,12101438.09,8.55738,79.92432,leasehold,5.79,5.2,25.42,0.59,47,Cuddalore_Taluk_5
Cuddalore,flat,2219,2219.0,2,2,42,7114854.83,11.80071,77.14411,freehold,16.99,3.48,12.66,0.23,39,Cuddalore_Taluk_10
Cuddalore,house,3659,4881.44,5,5,31,16001089.04,9.59019,77.63906,freehold,21.51,9.25,15.77,0.28,49,Cuddalore_Taluk_3
Cuddalore,commercial,3546,6848.49,5,5,35,12566147.08,9.15596,76.90649,freehold,13.38,5.61,9.14,0.57,16,Cuddalore_Taluk_4
Cuddalore,commercial,3667,8161.67,4,3,0,24180337.85,9.87953,77.772,freehold,8.82,5.66,14.47,0.53,44,Cuddalore_Taluk_6
Cuddalore,flat,1850,1850.0,2,3,26,7510720.72,9.72235,78.7922,freehold,8.12,7.09,20.14,0.34,43,Cuddalore_Taluk_10
Cuddalore,commercial,1863,4575.93,3,3,0,9051252.57,9.67382,79.14084,freehold,4.6,9.75,10.71,0.39,33,Cuddalore_Taluk_3
Cuddalore,plot,842,1369.49,1,2,44,2562164.99,12.50907,77.99315,freehold,1.46,1.28,14.7,0.38,51,Cuddalore_Taluk_4
Cuddalore,flat,2241,2241.0,3,4,14,10884469.61,11.78125,78.59038,leasehold,3.69,8.52,14.26,0.33,46,Cuddalore_Taluk_10
Cuddalore,commercial,3506,7771.96,4,4,3,22763364.96,12.58892,76.7628,freehold,13.86,1.79,20.17,0.5,26,Cuddalore_Taluk_4
Cuddalore,flat,2556,2556.0,4,4,3,16519879.81,11.52001,77.41968,freehold,12.21,5.79,9.21,0.46,32,Cuddalore_Taluk_8
Cuddalore,house,1346,2326.82,1,1,33,4668051.21,11.32884,78.71253,freehold,5.27,1.52,13.56,0.56,53,Cuddalore_Taluk_7
Cuddalore,house,1956,4316.91,3,4,38,6991537.56,10.04146,79.90291,freehold,4.55,6.25,29.99,0.42,22,Cuddalore_Taluk_7
Cuddalore,house,1534,3338.81,2,3,35,5454226.05,11.65105,77.84903,freehold,24.85,8.92,20.59,0.12,33,Cuddalore_Taluk_2
Cuddalore,plot,3209,7868.48,4,3,38,10855924.69,10.42446,76.54008,freehold,1.47,5.28,18.58,0.36,28,Cuddalore_Taluk_7
Cuddalore,flat,2446,2446.0,4,5,33,10047502.28,10.5072,77.98631,freehold,13.57,8.83,8.27,0.39,20,Cuddalore_Taluk_9
Cuddalore,flat,1910,1910.0,3,2,16,9699501.69,9.96282,76.59334,freehold,11.94,1.31,29.24,0.31,28,Cuddalore_Taluk_9
Cuddalore,house,1065,2410.99,2,2,35,3621031.21,12.04281,77.82365,freehold,5.48,7.86,14.66,0.49,20,Cuddalore_Taluk_2
Cuddalore,commercial,1103,1751.15,1,2,49,3452982.35,8.62716,79.24358,freehold,22.41,5.1,16.09,0.13,56,Cuddalore_Taluk_9
Cuddalore,house,2446,2767.94,3,4,44,7703790.39,9.95262,76.91558,freehold,24.91,1.54,5.08,0.56,26,Cuddalore_Taluk_1
Cuddalore,flat,1280,1280.0,1,2,37,4168664.57,11.08032,77.75776,freehold,1.25,9.74,10.52,0.33,25,Cuddalore_Taluk_4
Cuddalore,flat,1537,1537.0,2,2,28,5205985.83,9.10649,78.99777,freehold,21.87,5.75,20.81,0.47,30,Cuddalore_Taluk_7
Cuddalore,commercial,2399,4627.87,3,3,40,7508379.45,10.19971,79.178,freehold,5.66,9.62,5.22,0.48,28,Cuddalore_Taluk_4
Cuddalore,house,3841,8524.34,5,5,48,9640193.83,10.9992,77.89001,freehold,0.56,1.4,13.54,0.16,46,Cuddalore_Taluk_2
Cuddalore,plot,2448,4738.74,3,2,12,13346531.7,11.40107,78.73062,freehold,19.34,6.93,24.15,0.52,45,Cuddalore_Taluk_8
Cuddalore,flat,946,946.0,2,3,39,3153381.23,12.49419,79.18276,freehold,18.22,3.52,22.19,0.41,40,Cuddalore_Taluk_10
Cuddalore,flat,1781,1781.0,2,3,7,8066769.14,9.7912,77.40658,freehold,20.3,9.53,6.81,0.29,28,Cuddalore_Taluk_2
Cuddalore,commercial,1546,2605.84,2,2,39,4596715.29,8.84448,77.9581,freehold,21.13,3.18,16.96,0.42,11,Cuddalore_Taluk_3
Cuddalore,flat,849,849.0,2,1,46,2327501.85,10.74407,77.03313,freehold,21.65,4.61,12.31,0.33,36,Cuddalore_Taluk_3
